1488362223104,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,0
1488362463083,1,1,2,2,2,2,2,6,2,1,1,1,1,1,3,1,239979
1488362581008,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,117925
1488362341387,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,-239621
1488362254604,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-86783
1488361770766,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-483838
1488361768848,2,2,4,4,2,2,4,10,2,2,2,2,2,2,6,2,-1918
1488362221076,1,1,1,1,1,1,2,5,1,1,1,1,1,1,3,1,452228
1488362460696,1,1,2,2,2,2,2,6,2,1,1,1,1,1,3,1,239620
1488362049819,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-410877
1488362583365,1,1,2,2,2,2,2,6,2,1,1,1,1,1,4,1,533546
1488361803296,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-780069
1488362172792,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,369496
1488362171427,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-1365
1488362340388,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,168961
1488362578748,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,238360
1488361924700,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-654048
1488361892138,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-32562
1488362046124,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,153986
1488362220078,1,1,1,1,1,1,2,5,1,1,1,1,1,1,3,1,173954
1488361801778,2,2,4,4,2,2,4,10,2,2,2,2,2,2,6,2,-418300
1488361923124,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,121346
1488361928373,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,5249
1488362167478,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,239105
1488361929788,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-237690
1488362013472,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,83684
1488362134978,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,121506
1488362256452,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,121474
1488362165957,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-90495
1488362458438,1,1,2,2,2,2,2,6,2,1,1,1,1,1,3,1,292481
1488362463053,1,1,2,2,2,2,2,6,2,1,1,1,1,1,4,1,4615
1488361649358,2,2,2,2,2,2,4,10,2,2,2,2,2,2,4,2,-813695
1488362288847,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,639489
1488362338128,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,49281
1488361806840,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-531288
1488362133203,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,326363
1488362294286,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,161083
1488361681623,2,2,2,2,2,2,4,10,2,2,2,2,2,2,6,2,-612663
1488362342745,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,661122
1488361680474,2,2,2,2,2,2,4,10,2,2,2,2,2,2,6,2,-662271
1488362217819,1,1,1,1,1,1,2,5,1,1,1,1,1,1,2,1,537345
1488361808348,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-409471
1488361647457,2,2,2,2,2,2,4,10,2,2,2,2,2,2,4,2,-160891
1488362051426,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,403969
1488362222435,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,171009
1488362583396,1,1,2,2,3,2,2,6,3,1,1,1,1,1,4,1,360961
1488362287334,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-296062
1488362044521,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-242813
1488362463722,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,419201
1488362292715,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-171007
1488361685100,2,2,4,4,2,2,4,10,2,2,2,2,2,2,6,2,-607615
1488362582003,1,1,2,2,2,2,2,6,2,1,1,1,1,1,4,1,896903
1488362342773,1,1,1,1,2,2,2,6,2,1,1,1,1,1,3,1,-239230
1488362343414,1,1,1,1,2,2,2,6,2,1,1,1,1,1,3,1,641
1488361890424,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,-452990
1488362011769,2,2,4,4,4,2,4,10,4,2,2,2,2,2,6,2,121345
1488361686524,2,2,4,4,2,2,4,10,2,2,2,2,2,2,6,2,-325245
1488362222461,1,1,1,1,2,1,2,5,2,1,1,1,1,1,3,1,535937
1488362461694,1,1,2,2,2,2,2,6,2,1,1,1,1,1,3,1,239233
