1.56E+12,3
1.56E+12,4
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,2
1.56E+12,3
1.56E+12,3
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,2
1.56E+12,3
1.56E+12,3
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,1
1.56E+12,1
1.56E+12,2
1.56E+12,0
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,1
1.56E+12,1
1.56E+12,1
1.56E+12,2
1.56E+12,0
1.56E+12,3
1.56E+12,11
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,1
1.56E+12,2
1.56E+12,1
1.56E+12,0
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,1
1.56E+12,2
1.56E+12,1
1.56E+12,0
1.56E+12,3
1.56E+12,4
1.56E+12,4
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,2
1.56E+12,1
1.56E+12,0
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,6
1.56E+12,6
1.56E+12,8
1.56E+12,5
1.56E+12,6
1.56E+12,4
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,2
1.56E+12,2
1.56E+12,1
1.56E+12,0
1.56E+12,3
1.56E+12,3
1.56E+12,4
1.56E+12,4
1.56E+12,2
1.56E+12,1
1.56E+12,2
1.56E+12,1
1.56E+12,0
1.56E+12,0
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,4
1.56E+12,3
1.56E+12,2
1.56E+12,3
1.56E+12,2
1.56E+12,1
1.56E+12,0
